Date,Open,High,Low,Close,Volume,SPXHLC3,VIXHLC3,VVIXHLC3
6/29/2009,919.86,927.99,916.18,927.23,4211760000,923.8,25.94,79.69
6/30/2009,927.15,930.01,912.86,919.32,4627570000,920.73,26.25,79.6
7/1/2009,920.82,931.92,920.82,923.33,3919400000,925.3566667,25.77666667,79.68
7/2/2009,921.24,921.24,896.42,896.42,3931000000,904.6933333,27.59666667,81.32
7/6/2009,894.27,898.72,886.36,898.72,4712580000,894.6,29.53,83.2
7/7/2009,898.6,898.6,879.93,881.03,4673300000,886.52,30.23,85.63
7/8/2009,881.9,886.8,869.32,879.56,5721780000,878.56,31.59333333,86.17
7/9/2009,881.28,887.86,878.45,882.68,4347170000,882.9966667,29.85,82.88
7/10/2009,880.03,883.57,872.81,879.13,3912080000,878.5033333,29.39333333,81.42
7/13/2009,879.57,901.05,875.32,901.05,4499440000,892.4733333,26.99,80.58
7/14/2009,900.77,905.84,896.5,905.84,4149030000,902.7266667,25.61666667,81.52
7/15/2009,910.15,933.95,910.15,932.68,5238830000,925.5933333,25.26,85.64
7/16/2009,930.17,943.96,927.45,940.74,4898640000,937.3833333,25.37,83.64
7/17/2009,940.56,941.89,934.65,940.38,5141380000,938.9733333,24.59,82.49
7/20/2009,942.07,951.62,940.99,951.13,4853150000,947.9133333,24.69333333,80.98
7/21/2009,951.97,956.53,943.22,954.58,5309300000,951.4433333,24.27333333,80.45
7/22/2009,953.4,959.83,947.75,954.07,4634100000,953.8833333,23.61666667,75.3
7/23/2009,954.07,979.42,953.27,976.29,5761650000,969.66,23.56333333,72.8
7/24/2009,972.16,979.79,965.95,979.26,4458300000,975,23.32,73.01
7/27/2009,978.63,982.49,972.29,982.18,4631290000,978.9866667,24.38666667,74.35
7/28/2009,981.48,982.35,969.35,979.62,5490350000,977.1066667,24.96666667,76.68
7/29/2009,977.66,977.76,968.65,975.15,5178770000,973.8533333,25.73333333,77.1
7/30/2009,976.01,996.68,976.01,986.75,6035180000,986.48,25.33666667,73.88
7/31/2009,986.8,993.18,982.85,987.48,5139070000,987.8366667,25.69,73.47
8/3/2009,990.22,1003.61,990.22,1002.63,5603440000,998.82,25.87,72.79
8/4/2009,1001.41,1007.12,996.68,1005.65,5713700000,1003.15,25.31333333,71.05
8/5/2009,1005.41,1006.64,994.31,1002.72,7242120000,1001.223333,25.20333333,70.13
8/6/2009,1004.06,1008,992.49,997.08,6753380000,999.19,25.43,73.17
8/7/2009,999.83,1018,999.83,1010.48,6827090000,1009.436667,24.56333333,71.53
8/10/2009,1008.89,1010.12,1000.99,1007.1,5406080000,1006.07,25.19,72.59
8/11/2009,1005.77,1005.77,992.4,994.35,5773160000,997.5066667,25.98333333,75.6
8/12/2009,994,1012.78,993.36,1005.81,5498170000,1003.983333,25.68666667,81.28
8/13/2009,1005.86,1013.14,1000.82,1012.73,5250660000,1008.896667,25.19,79.96
8/14/2009,1012.23,1012.6,994.6,1004.09,4940750000,1003.763333,24.82333333,80.45
8/17/2009,998.18,998.18,978.51,979.73,4088570000,985.4733333,26.85,84.22
8/18/2009,980.62,991.2,980.62,989.67,4198970000,987.1633333,26.71666667,81.11
8/19/2009,986.88,999.61,980.62,996.46,4257000000,992.23,26.84666667,76.32
8/20/2009,996.41,1008.92,996.39,1007.37,4893160000,1004.226667,25.43,76.7
8/21/2009,1009.06,1027.59,1009.06,1026.13,5885550000,1020.926667,24.66,76.55
8/24/2009,1026.59,1035.82,1022.48,1025.57,6302450000,1027.956667,25.28333333,78.47
8/25/2009,1026.63,1037.75,1026.21,1028,5768740000,1030.653333,24.57666667,77.76
8/26/2009,1027.35,1032.47,1021.57,1028.12,5080060000,1027.386667,25.06666667,77.97
8/27/2009,1027.81,1033.33,1016.2,1030.98,5785880000,1026.836667,25,75.59
8/28/2009,1031.62,1039.47,1023.13,1028.93,5785780000,1030.51,24.84666667,74.41
8/31/2009,1025.21,1025.21,1014.62,1020.62,5004560000,1020.15,25.92666667,77.12
9/1/2009,1019.52,1028.45,996.28,998.04,6862360000,1007.59,28.12666667,81
9/2/2009,996.07,1000.34,991.97,994.75,5842730000,995.6866667,28.96,77.07
9/3/2009,996.12,1003.43,992.25,1003.24,4624280000,999.64,27.66,75.48
9/4/2009,1003.84,1016.48,1001.65,1016.4,4097370000,1011.51,25.7,77.51
9/8/2009,1018.67,1026.07,1018.67,1025.39,5235160000,1023.376667,25.67666667,75.69
9/9/2009,1025.36,1036.34,1023.97,1033.37,5202550000,1031.226667,24.82666667,76.17
9/10/2009,1032.99,1044.14,1028.04,1044.14,5191380000,1038.773333,23.71,71.39
9/11/2009,1043.92,1048.18,1038.4,1042.73,4922600000,1043.103333,23.65333333,72.36
9/14/2009,1040.15,1049.74,1035,1049.34,4979610000,1044.693333,24.19,71.14
9/15/2009,1049.03,1056.04,1043.42,1052.63,6185620000,1050.696667,23.58666667,72.25
9/16/2009,1053.99,1068.76,1052.87,1068.76,6793530000,1063.463333,23.46333333,71.7
9/17/2009,1067.87,1074.77,1061.2,1065.49,6668110000,1067.153333,23.50333333,69.36
9/18/2009,1066.6,1071.52,1064.27,1068.3,5607970000,1068.03,23.83,70.39
9/21/2009,1067.14,1067.28,1057.46,1064.66,4615280000,1063.133333,24.42666667,71
9/22/2009,1066.35,1073.81,1066.35,1071.66,5246600000,1070.606667,23.37333333,68.26
9/23/2009,1072.69,1080.15,1060.39,1060.87,5531930000,1067.136667,23.12333333,68.18
9/24/2009,1062.56,1066.29,1045.85,1050.78,5505610000,1054.306667,24.58666667,70.78
9/25/2009,1049.48,1053.47,1041.17,1044.38,4507090000,1046.34,25.58666667,71.74
9/28/2009,1045.38,1065.13,1045.38,1062.98,3726950000,1057.83,25.37666667,70.54
9/29/2009,1063.69,1069.62,1057.83,1060.61,4949900000,1062.686667,25.00333333,68.99
9/30/2009,1061.02,1063.4,1046.47,1057.08,5998860000,1055.65,25.60666667,71.32
10/1/2009,1054.91,1054.91,1029.45,1029.85,5791450000,1038.07,27.55666667,76.25
10/2/2009,1029.71,1030.6,1019.95,1025.21,5583240000,1025.253333,28.74,76.13
10/5/2009,1026.87,1042.58,1025.92,1040.46,4313310000,1036.32,27.58333333,73.56
10/6/2009,1042.02,1060.55,1042.02,1054.72,5029840000,1052.43,25.76666667,71.5
10/7/2009,1053.65,1058.02,1050.1,1057.58,4238220000,1055.233333,25.02333333,71.01
10/8/2009,1060.03,1070.67,1060.03,1065.48,4988400000,1065.393333,24.25666667,68.1
10/9/2009,1065.28,1071.51,1063,1071.49,3763780000,1068.666667,23.55,65.54
10/12/2009,1071.63,1079.46,1071.63,1076.19,3710430000,1075.76,23.07,64.97
10/13/2009,1074.96,1075.3,1066.71,1073.19,4320480000,1071.733333,23.26666667,64.97
10/14/2009,1078.68,1093.17,1078.68,1092.02,5406420000,1087.956667,22.43333333,68.84
10/15/2009,1090.36,1096.56,1086.41,1096.56,5369780000,1093.176667,22.24666667,67.07
10/16/2009,1094.67,1094.67,1081.53,1087.68,4894740000,1087.96,21.67,69.85
10/19/2009,1088.22,1100.17,1086.48,1097.91,4619240000,1094.853333,21.62,67.76
10/20/2009,1098.64,1098.64,1086.16,1091.06,5396930000,1091.953333,21.18666667,68.63
10/21/2009,1090.36,1101.36,1080.77,1081.4,5616290000,1087.843333,21.6,78.16
10/22/2009,1080.96,1095.21,1074.31,1092.91,5192410000,1087.476667,21.26333333,77.6
10/23/2009,1095.62,1095.83,1075.49,1079.6,4767460000,1083.64,21.73333333,79.88
10/26/2009,1080.36,1091.75,1065.23,1066.95,6363380000,1074.643333,23.68666667,82.28
10/27/2009,1067.54,1072.48,1060.62,1063.41,5337380000,1065.503333,24.69333333,80.41
10/28/2009,1061.51,1063.26,1042.19,1042.63,6600350000,1049.36,26.89333333,85.43
10/29/2009,1043.69,1066.83,1043.69,1066.11,5595040000,1058.876667,25.54333333,78.1
10/30/2009,1065.41,1065.41,1033.38,1036.19,6512420000,1044.993333,29.01333333,89.9
11/2/2009,1036.18,1052.18,1029.38,1042.88,6202640000,1041.48,29.89666667,91.98
11/3/2009,1040.92,1046.36,1033.94,1045.41,5487500000,1041.903333,29.46,90.16
11/4/2009,1047.14,1061,1045.15,1046.5,5635510000,1050.883333,27.71333333,85.97
11/5/2009,1047.3,1066.65,1047.3,1066.63,4848350000,1060.193333,26.07666667,79.1
11/6/2009,1064.95,1071.48,1059.32,1069.3,4277130000,1066.7,24.80666667,73.72
11/9/2009,1072.31,1093.19,1072.31,1093.08,4460030000,1086.193333,23.39,68.83
11/10/2009,1091.86,1096.42,1087.4,1093.01,4394770000,1092.276667,23.05,68.49
11/11/2009,1096.04,1105.37,1093.81,1098.51,4286700000,1099.23,22.77666667,73.05
11/12/2009,1098.31,1101.97,1084.9,1087.24,4160250000,1091.37,23.92,80.77
11/13/2009,1087.59,1097.79,1085.33,1093.48,3792610000,1092.2,23.67,80.28
11/16/2009,1094.13,1113.69,1094.13,1109.3,4565850000,1105.706667,22.77666667,83.31
11/17/2009,1109.22,1110.52,1102.19,1110.32,3824070000,1107.676667,22.67,83.97
11/18/2009,1109.44,1111.1,1102.7,1109.8,4293340000,1107.866667,21.97,79.15
11/19/2009,1106.44,1106.44,1088.4,1094.9,4178030000,1096.58,22.82,79.27
11/20/2009,1094.66,1094.66,1086.81,1091.38,3751230000,1090.95,22.59333333,75.56
11/23/2009,1094.86,1112.38,1094.86,1106.24,3827920000,1104.493333,21.34666667,75.84
11/24/2009,1105.83,1107.56,1097.63,1105.65,3700820000,1103.613333,20.89666667,75.05
11/25/2009,1106.49,1111.18,1104.75,1110.63,3036350000,1108.853333,20.36666667,73.91
11/27/2009,1105.47,1105.47,1083.74,1091.49,2362910000,1093.566667,24.59666667,83.24
11/30/2009,1091.07,1097.24,1086.25,1095.63,3895520000,1093.04,24.75666667,81.58
12/1/2009,1098.89,1112.28,1098.89,1108.86,4249310000,1106.676667,22.77,80.74
12/2/2009,1109.03,1115.58,1105.29,1109.24,3941340000,1110.036667,21.44,78.26
12/3/2009,1110.59,1117.28,1098.74,1099.92,4810030000,1105.313333,21.85666667,78.52
12/4/2009,1100.43,1119.13,1096.52,1105.98,5781140000,1107.21,21.54333333,77.18
12/7/2009,1105.52,1110.72,1100.83,1103.25,4103360000,1104.933333,22.05333333,77.75
12/8/2009,1103.04,1103.04,1088.61,1091.94,4748030000,1094.53,23.5,79.57
12/9/2009,1091.07,1097.04,1085.89,1095.95,4115410000,1092.96,23.13333333,84.93
12/10/2009,1098.69,1106.25,1098.69,1102.35,3996490000,1102.43,22.25,84.56
12/11/2009,1103.96,1108.5,1101.34,1106.41,3791090000,1105.416667,21.76333333,82.87
12/14/2009,1107.84,1114.76,1107.84,1114.11,4548490000,1112.236667,21.10333333,81.64
12/15/2009,1114.11,1114.11,1105.35,1107.93,5045100000,1109.13,21.42333333,80.99
12/16/2009,1108.61,1116.21,1107.96,1109.18,4829820000,1111.116667,20.73333333,82.05
12/17/2009,1106.36,1106.36,1095.88,1096.08,7615070000,1099.44,22.25666667,83.56
12/18/2009,1097.86,1103.74,1093.88,1102.47,6325890000,1100.03,22.12666667,81.75
12/21/2009,1105.31,1117.68,1105.31,1114.05,3977340000,1112.346667,20.76,79.62
12/22/2009,1114.51,1120.27,1114.51,1118.02,3641130000,1117.6,19.82666667,71.45
12/23/2009,1118.84,1121.58,1116,1120.59,3166870000,1119.39,19.67666667,69.81
12/24/2009,1121.08,1126.48,1121.08,1126.48,1267710000,1124.68,19.46333333,68.81
12/28/2009,1127.53,1130.38,1123.51,1127.78,2716400000,1127.223333,20.12,69.89
12/29/2009,1128.55,1130.38,1126.08,1126.2,2491020000,1127.553333,19.91666667,69.1
12/30/2009,1125.53,1126.42,1121.94,1126.42,2277300000,1124.926667,20.11,70.36
12/31/2009,1126.6,1127.64,1114.81,1115.1,2076990000,1119.183333,21.13333333,74.99
1/4/2010,1116.56,1133.87,1116.56,1132.99,3991400000,1127.806667,20.58333333,73.3
1/5/2010,1132.66,1136.63,1129.66,1136.52,2491020000,1134.27,19.60666667,70.36
1/6/2010,1135.71,1139.19,1133.95,1137.14,4972660000,1136.76,19.20333333,67.65
1/7/2010,1136.27,1142.46,1131.32,1141.69,5270680000,1138.49,19.15666667,67.15
1/8/2010,1140.52,1145.39,1136.22,1144.98,4389590000,1142.196667,18.50333333,65.71
1/11/2010,1145.96,1149.74,1142.02,1146.98,4255780000,1146.246667,17.38333333,64.87
1/12/2010,1143.81,1143.81,1131.77,1136.22,4716160000,1137.266667,18.55333333,70.42
1/13/2010,1137.31,1148.4,1133.18,1145.68,4170360000,1142.42,18.04333333,75.53
1/14/2010,1145.68,1150.41,1143.8,1148.46,3915200000,1147.556667,17.76,74.52
1/15/2010,1147.72,1147.77,1131.39,1136.03,4758730000,1138.396667,18.18666667,74.27
1/19/2010,1136.03,1150.45,1135.77,1150.23,4724830000,1145.483333,17.92,73.5
1/20/2010,1147.95,1147.95,1129.25,1138.04,4810560000,1138.413333,18.93666667,80.36
1/21/2010,1138.68,1141.58,1114.84,1116.48,6874290000,1124.3,20.94666667,88.82
1/22/2010,1115.49,1115.49,1090.18,1091.76,6208650000,1099.143333,25.86333333,100.06
1/25/2010,1092.4,1102.97,1092.4,1096.78,4481390000,1097.383333,25.78,90.58
1/26/2010,1095.8,1103.69,1089.86,1092.17,4731910000,1095.24,24.51333333,90.04
1/27/2010,1091.94,1099.51,1083.11,1097.5,5319120000,1093.373333,23.99,85.86
1/28/2010,1096.93,1100.22,1078.46,1084.53,5452400000,1087.736667,23.90666667,87.91
1/29/2010,1087.61,1096.45,1071.59,1073.87,5412850000,1080.636667,23.92,89
2/1/2010,1073.89,1089.38,1073.89,1089.19,4077610000,1084.153333,23.16666667,83.73
2/2/2010,1090.05,1104.73,1087.96,1103.32,4749540000,1098.67,21.85,80.98
2/3/2010,1100.67,1102.72,1093.97,1097.28,4285450000,1097.99,21.68,80.55
2/4/2010,1097.25,1097.25,1062.78,1063.11,5859690000,1074.38,25.01,91.42
2/5/2010,1064.12,1067.13,1044.5,1066.19,6438900000,1059.273333,26.9,88.22
2/8/2010,1065.51,1071.2,1056.51,1056.74,4089820000,1061.483333,26.36666667,90.01
2/9/2010,1060.06,1079.28,1060.06,1070.52,5114260000,1069.953333,25.78,88.8
2/10/2010,1069.68,1073.67,1059.34,1068.13,4251450000,1067.046667,25.65666667,92.18
2/11/2010,1067.1,1080.04,1060.59,1078.47,4400870000,1073.033333,24.64666667,89.59
2/12/2010,1075.95,1077.81,1062.97,1075.51,4160680000,1072.096667,23.66666667,88.16
2/16/2010,1079.13,1095.67,1079.13,1094.87,4080770000,1089.89,22.65,81.77
2/17/2010,1096.14,1101.03,1094.72,1099.51,4259230000,1098.42,22.00666667,80.29
2/18/2010,1099.03,1108.24,1097.48,1106.75,3878620000,1104.156667,21.14666667,79.2
2/19/2010,1105.49,1112.42,1100.8,1109.17,3944280000,1107.463333,20.29,77.97
2/22/2010,1110,1112.29,1105.38,1108.01,3814440000,1108.56,20.17666667,75.44
2/23/2010,1107.49,1108.58,1092.18,1094.6,4521050000,1098.453333,21.12333333,77.82
2/24/2010,1095.89,1106.42,1095.5,1105.24,4168360000,1102.386667,20.69,75.93
2/25/2010,1101.24,1103.5,1086.02,1102.94,4521130000,1097.486667,20.94666667,75.3
2/26/2010,1103.1,1107.24,1097.56,1104.49,3945190000,1103.096667,19.78333333,73.13
3/1/2010,1105.36,1116.11,1105.36,1115.71,3847640000,1112.393333,19.46,73.24
3/2/2010,1117.01,1123.46,1116.51,1118.31,4134680000,1119.426667,19.00666667,73.43
3/3/2010,1119.36,1125.64,1116.58,1118.79,3951320000,1120.336667,18.85,72.61
3/4/2010,1119.12,1123.73,1116.66,1122.97,3945010000,1121.12,18.85666667,70.51
3/5/2010,1125.12,1139.38,1125.12,1138.7,4133000000,1134.4,17.6,71.06
3/8/2010,1138.4,1141.05,1136.77,1138.5,3774680000,1138.773333,17.77,70.9
3/9/2010,1137.56,1145.37,1134.9,1140.45,5185570000,1140.24,17.87333333,71.49
3/10/2010,1140.22,1148.26,1140.09,1145.61,5469120000,1144.653333,18.2,76.2
3/11/2010,1143.96,1150.24,1138.99,1150.24,4669060000,1146.49,18.48666667,76.16
3/12/2010,1151.71,1153.41,1146.97,1149.99,4928160000,1150.123333,17.89666667,73.74
3/15/2010,1148.53,1150.98,1141.45,1150.51,4164110000,1147.646667,18.24666667,75.22
3/16/2010,1150.83,1160.28,1150.35,1159.46,4369770000,1156.696667,17.70666667,76.41
3/17/2010,1159.94,1169.84,1159.94,1166.21,4963200000,1165.33,16.86666667,73.16
3/18/2010,1166.13,1167.77,1161.16,1165.83,4234510000,1164.92,16.64,76.46
3/19/2010,1166.68,1169.2,1155.33,1159.9,5212410000,1161.476667,16.90333333,76.68
3/22/2010,1157.25,1167.82,1152.88,1165.81,4261680000,1162.17,17.32666667,77.75
3/23/2010,1166.47,1174.72,1163.83,1174.17,4411640000,1170.906667,16.55,78.31
3/24/2010,1172.7,1173.04,1166.01,1167.72,4705750000,1168.923333,17.43333333,80.68
3/25/2010,1170.03,1180.69,1165.09,1165.73,5668900000,1170.503333,17.85333333,83.82
3/26/2010,1167.58,1173.93,1161.48,1166.59,4708420000,1167.333333,17.93666667,81.56
3/29/2010,1167.71,1174.85,1167.71,1173.22,4375580000,1171.926667,17.81333333,78.75
3/30/2010,1173.75,1177.83,1168.92,1173.27,4085000000,1173.34,17.44666667,76.91
3/31/2010,1171.75,1174.56,1165.77,1169.43,4484340000,1169.92,17.6,77.49
4/1/2010,1171.23,1181.43,1170.69,1178.1,4006870000,1176.74,17.45,78.29
4/5/2010,1178.71,1187.73,1178.71,1187.44,3881620000,1184.626667,17.4,76.97
4/6/2010,1186.01,1191.8,1182.77,1189.44,4086180000,1188.003333,16.61666667,76.82
4/7/2010,1188.23,1189.6,1177.25,1182.45,5101430000,1183.1,16.66333333,78.16
4/8/2010,1181.75,1188.55,1175.12,1186.44,4726970000,1183.37,16.86,77.06
4/9/2010,1187.47,1194.66,1187.15,1194.37,4511570000,1192.06,16.28333333,78.24
4/12/2010,1194.94,1199.2,1194.71,1196.48,4607090000,1196.796667,15.60333333,80.06
4/13/2010,1195.94,1199.04,1188.82,1197.3,5403580000,1195.053333,16.26,79.97
4/14/2010,1198.69,1210.65,1198.69,1210.65,5760040000,1206.663333,15.84,83.31
4/15/2010,1210.77,1213.92,1208.5,1211.67,5995330000,1211.363333,16.02333333,83.1
4/16/2010,1210.17,1210.17,1186.77,1192.13,8108470000,1196.356667,18.05666667,86.29
4/19/2010,1192.06,1197.87,1183.68,1197.52,6597740000,1193.023333,18.07666667,81.72
4/20/2010,1199.04,1208.58,1199.04,1207.17,5316590000,1204.93,16.11666667,79.65
4/21/2010,1207.16,1210.99,1198.85,1205.94,5724310000,1205.26,16.22333333,83.89
4/22/2010,1202.52,1210.27,1190.19,1208.67,6035780000,1203.043333,16.95333333,85.76
4/23/2010,1207.87,1217.28,1205.1,1217.28,5326060000,1213.22,16.48333333,88.14
4/26/2010,1217.07,1219.8,1211.07,1212.05,5647760000,1214.306667,17.35666667,87.53
4/27/2010,1209.92,1211.38,1181.62,1183.71,7454540000,1192.236667,21.31666667,103.23
4/28/2010,1184.59,1195.05,1181.81,1191.36,6342310000,1189.406667,21.65666667,101.7
4/29/2010,1193.3,1209.36,1193.3,1206.78,6059410000,1203.146667,19.08333333,92.44
4/30/2010,1206.77,1207.99,1186.32,1186.69,6048260000,1193.666667,20.95,101.41
5/3/2010,1188.58,1205.13,1188.58,1202.26,4938050000,1198.656667,20.73666667,95.68
5/4/2010,1197.5,1197.5,1168.12,1173.6,6594720000,1179.74,24,101.88
5/5/2010,1169.24,1175.95,1158.15,1165.87,6795940000,1166.656667,25.29666667,105.59
5/6/2010,1164.38,1167.58,1065.79,1128.15,10617810000,1120.506667,32.64666667,125.36
5/7/2010,1127.04,1135.13,1094.15,1110.88,9472910000,1113.386667,38.27,135.38
5/10/2010,1122.27,1163.85,1122.27,1159.73,6893700000,1148.616667,28.47,110.96
5/11/2010,1156.39,1170.48,1147.71,1155.79,5842550000,1157.993333,28.40666667,113.95
5/12/2010,1155.43,1172.87,1155.43,1171.67,5225460000,1166.656667,25.72333333,116.53
5/13/2010,1170.04,1173.57,1156.14,1157.44,4870640000,1162.383333,25.94333333,123.17
5/14/2010,1157.19,1157.19,1126.14,1135.68,6126400000,1139.67,30.96,128.34
5/17/2010,1136.52,1141.88,1114.96,1136.94,5922920000,1131.26,32.28333333,120.97
5/18/2010,1138.78,1148.66,1117.2,1120.8,6170840000,1128.886667,31.93666667,135.82
5/19/2010,1119.57,1124.27,1100.66,1115.05,6765800000,1113.326667,35.60333333,128.44
5/20/2010,1107.34,1107.34,1071.58,1071.59,8328570000,1083.503333,44.15333333,145.12
5/21/2010,1067.26,1090.16,1055.9,1087.69,5452130000,1077.916667,42.41666667,130.67
5/24/2010,1084.78,1089.95,1072.7,1073.65,5224040000,1078.766667,38.54333333,123.87
5/25/2010,1067.42,1074.75,1040.78,1074.03,7329580000,1063.186667,37.64666667,119.36
5/26/2010,1075.51,1090.75,1065.59,1067.95,4521050000,1074.763333,31.38,115.68
5/27/2010,1074.27,1103.52,1074.27,1103.06,5698460000,1093.616667,30.08333333,107.64
5/28/2010,1102.59,1102.59,1084.78,1089.41,4871210000,1092.26,31.63333333,110.13
6/1/2010,1087.3,1094.77,1069.89,1070.71,5271480000,1078.456667,34.34666667,109.92
6/2/2010,1073.01,1098.56,1072.03,1098.38,5026360000,1089.656667,31.56,98.02
6/3/2010,1098.82,1105.67,1091.81,1102.83,4995970000,1100.103333,29.92666667,95.61
6/4/2010,1098.43,1098.43,1060.5,1064.88,6180580000,1074.603333,34.47,103.31
6/7/2010,1065.84,1071.36,1049.86,1050.47,5467560000,1057.23,35.93333333,102.76
6/8/2010,1050.81,1063.15,1042.17,1062,6192750000,1055.773333,34.81333333,101.79
6/9/2010,1062.75,1077.74,1052.25,1055.69,5983200000,1061.893333,32.69333333,111.77
6/10/2010,1058.77,1087.85,1058.77,1086.84,5144780000,1077.82,30.67666667,108.61
6/11/2010,1082.65,1092.25,1077.12,1091.6,4059280000,1086.99,29.72666667,103.69
6/14/2010,1095,1105.91,1089.03,1089.63,4425830000,1094.856667,28.09333333,99.92
6/15/2010,1091.21,1115.59,1091.21,1115.23,4644490000,1107.343333,26.46333333,99
6/16/2010,1114.02,1118.74,1107.13,1114.61,5002600000,1113.493333,25.99333333,93.67
6/17/2010,1115.98,1117.72,1105.87,1116.04,4557760000,1113.21,25.58,89.65
6/18/2010,1116.16,1121.01,1113.93,1117.51,4555360000,1117.483333,24.04333333,92.36
6/21/2010,1122.79,1131.23,1108.24,1113.2,4514360000,1117.556667,24.46333333,96.01
6/22/2010,1113.9,1118.5,1094.18,1095.31,4514380000,1102.663333,26.17,101.65
6/23/2010,1095.57,1099.64,1085.31,1092.04,4526150000,1092.33,27.33333333,98.93
6/24/2010,1090.93,1090.93,1071.6,1073.69,4814830000,1078.74,29.18,103.69
6/25/2010,1075.1,1083.56,1067.89,1076.76,5128840000,1076.07,29.00333333,97.51
6/28/2010,1077.5,1082.6,1071.45,1074.57,3896410000,1076.206667,29.12333333,99.01
6/29/2010,1071.1,1071.1,1035.18,1041.24,6136700000,1049.173333,33.58,104
6/30/2010,1040.56,1048.08,1028.33,1030.71,5067080000,1035.706667,33.63666667,105.16
7/1/2010,1031.1,1033.58,1010.91,1027.37,6435770000,1023.953333,34.38666667,100.69
7/2/2010,1027.65,1032.95,1015.93,1022.58,3968500000,1023.82,30.45,97.19
7/6/2010,1028.09,1042.5,1018.35,1028.06,4691240000,1029.636667,29.58666667,97.58
7/7/2010,1028.54,1060.89,1028.54,1060.27,4931220000,1049.9,27.74666667,92.14
7/8/2010,1062.92,1071.25,1058.24,1070.25,4548460000,1066.58,26.28,89.85
7/9/2010,1070.5,1078.16,1068.1,1077.96,3506570000,1074.74,25.00666667,88.58
7/12/2010,1077.23,1080.78,1070.45,1078.75,3426990000,1076.66,24.36666667,91.75
7/13/2010,1080.65,1099.46,1080.65,1095.34,4640460000,1091.816667,24.08333333,90.8
7/14/2010,1095.61,1099.08,1087.68,1095.17,4521050000,1093.976667,24.95666667,96.13
7/15/2010,1094.46,1098.66,1080.53,1096.48,4552470000,1091.89,25.70666667,97.75
7/16/2010,1093.85,1093.85,1063.32,1064.88,5297350000,1074.016667,26.70666667,101.57
7/19/2010,1066.85,1074.7,1061.11,1071.25,4089500000,1069.02,26.13,102.58
7/20/2010,1064.53,1083.94,1056.88,1083.48,4713280000,1074.766667,25.04,98.89
7/21/2010,1086.67,1088.96,1065.25,1069.59,4747180000,1074.6,25.28666667,97.02
7/22/2010,1072.14,1097.5,1072.14,1093.67,4826900000,1087.77,24.4,93.2
7/23/2010,1092.17,1103.73,1087.88,1102.66,4524570000,1098.09,23.98666667,89.9
7/26/2010,1102.89,1115.01,1101.3,1115.01,4009650000,1110.44,23.34666667,88.55
7/27/2010,1117.36,1120.95,1109.78,1113.84,4725690000,1114.856667,22.87333333,90.14
7/28/2010,1112.84,1114.66,1103.11,1106.13,4002390000,1107.966667,23.67666667,90.71
7/29/2010,1108.07,1115.9,1092.82,1101.53,4612420000,1103.416667,24.23666667,90.62
7/30/2010,1098.44,1106.44,1088.01,1101.6,4006450000,1098.683333,24.72333333,89.55
8/2/2010,1107.53,1127.3,1107.53,1125.86,4144180000,1120.23,22.33,85.02
8/3/2010,1125.34,1125.44,1116.76,1120.46,4071820000,1120.886667,22.55666667,85.04
8/4/2010,1121.06,1128.75,1119.46,1127.24,4057850000,1125.15,22.68666667,85.05
8/5/2010,1125.78,1126.56,1118.81,1125.81,3685560000,1123.726667,22.43333333,86.52
8/6/2010,1122.07,1123.06,1107.17,1121.64,3857890000,1117.29,22.45,87.44
8/9/2010,1122.8,1129.24,1120.91,1127.79,3979360000,1125.98,22.12333333,87.86
8/10/2010,1122.92,1127.16,1111.58,1121.06,3979360000,1119.933333,22.92666667,90.35
8/11/2010,1116.89,1116.89,1088.55,1089.47,4511860000,1098.303333,25.48333333,102.65
8/12/2010,1081.48,1086.72,1076.69,1083.61,4521050000,1082.34,26.04,99.75
8/13/2010,1082.22,1086.25,1079,1079.25,3328890000,1081.5,25.98333333,99.54
8/16/2010,1077.49,1082.62,1069.49,1079.38,3142450000,1077.163333,26.52666667,98.73
8/17/2010,1081.16,1100.14,1081.16,1092.54,3968210000,1091.28,24.31,93.25
8/18/2010,1092.08,1099.77,1085.76,1094.16,3724260000,1093.23,24.40666667,91.3
8/19/2010,1092.44,1092.44,1070.66,1075.63,4290540000,1079.576667,25.82666667,91.96
8/20/2010,1075.63,1075.63,1063.91,1071.69,3761570000,1070.41,25.99333333,89.34
8/23/2010,1073.36,1081.58,1067.08,1067.36,3210950000,1072.006667,25.41666667,87.66
8/24/2010,1063.2,1063.2,1046.68,1051.87,4436330000,1053.916667,27.51666667,85.7
8/25/2010,1048.98,1059.38,1039.83,1055.33,4360190000,1051.513333,27.36,82.64
8/26/2010,1056.28,1061.45,1045.4,1047.22,3646710000,1051.356667,26.92666667,82.95
8/27/2010,1049.27,1065.21,1039.7,1064.59,4102460000,1056.5,25.65666667,79
8/30/2010,1062.9,1064.4,1048.79,1048.92,2917990000,1054.036667,26.61,82.52
8/31/2010,1046.88,1055.14,1040.88,1049.33,4038770000,1048.45,26.60333333,81.49
9/1/2010,1049.72,1081.3,1049.72,1080.29,4396880000,1070.436667,24.29333333,78.28
9/2/2010,1080.66,1090.1,1080.39,1090.1,3704210000,1086.863333,23.55,79.05
9/3/2010,1093.61,1105.1,1093.61,1104.51,3534500000,1101.073333,21.77666667,76.64
